NOM_MUN_COMPO,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,CODE_REGION_COMPO,INTERNET,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV,telephone1,TELECOPIEUR1
L'Ange-Gardien,J8L 0J5,10,78,7,cpelievreetlatortue@videotron.ca,QC,LE LIEVRE ET LA TORTUE,CPE,7 - Outaouais,"68, chemin Mary",CR,"(819) 986-7286, poste 22",(819) 986-8542
L'Isle-aux-Allumettes,J0X 1M0,5,37,7,picabouchapeau@bellnet.ca,QC,CENTRE DE LA PETITE ENFANCE 1-2-3 PICABOU,CPE,7 - Outaouais,"30, rue Rochon",CR,(819) 689-5000,(819) 689-5021
La Pêche,J0X 3G0,5,37,7,,QC,CENTRE DE LA PETITE ENFANCE L'EVEIL DE LA NATURE,CPE,7 - Outaouais,"21, chemin Sully",CR,(819) 459-1657,
La Pêche,J0X 2W0,10,52,7,juliesauve@cpeleveildelanature.com,QC,CENTRE DE LA PETITE ENFANCE L'ÉVEIL DE LA NATURE,CPE,7 - Outaouais,"11, chemin Raphaël",CR,"(819) 456-4447, poste 203",
Maniwaki,J9E 1H4,0,50,7,,QC,CENTRE DE LA PETITE ENFANCE LA BOTTINE DE MANIWAKI INC.,CPE,7 - Outaouais,"322, rue du Couvent",CR,(819) 449-5375,(819) 449-5375
Maniwaki,J9E 3B1,10,46,7,ctenasco@hotmail.com,QC,GARDERIE WAZOSON,GARD,7 - Outaouais,"38, Paganakomin Mikan",CR,"(819) 449-1798, poste 236",(819) 449-5673
Maniwaki,J9E 2B8,15,51,7,direction@reseaupetitspas.com,QC,RÉSEAU PETITS PAS,CPE,7 - Outaouais,"150, rue Principale Nord",CR,(819) 449-7659,(819) 449-5743
Mansfield-et-Pontefract,J0X 1R0,10,36,7,picaboumansfield@bellnet.ca,QC,CENTRE DE LA PETITE ENFANCE 1-2-3 PICABOU,CPE,7 - Outaouais,"242, rue Lévesque",CR,(819) 683-3333,(819) 683-3390
Papineauville,J0V 1R0,11,62,7,direction@cpepetitenation.ca,QC,LES GEAIS BLEUS,CPE,7 - Outaouais,"381, rue Papineau",CR,(819) 427-5846,(819) 000-0000
Pontiac,J0X 2G0,5,39,7,ddaigle@universdesbambinosuniverse.com,QC,SERVICE DE GARDE DE LUSKVILLE,CPE,7 - Outaouais,"1955, chemin de la Montagne",CR,(819) 455-9697,(819) 455-1027
Ripon,J0V 1V0,10,44,7,cpemillecouleurs@cpemillecouleurs.ca,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE COULEURS,CPE,7 - Outaouais,"6, rue du Marché",CR,(819) 983-2792,
Saint-André-Avellin,J0V 1W0,15,75,7,cpemillecouleurs@cpemillecouleurs.ca,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE COULEURS INC.,CPE,7 - Outaouais,"529, rue Charles-Auguste-Montreuil C.P. 501",CR,(819) 983-2792,(819) 983-6392
Shawville,J0X 2Y0,5,36,7,cpe@universdesbambinosuniverse.com,QC,SERVICE DE GARDE DE SHAWVILLE,CPE,7 - Outaouais,"316, Argue Crescent",CR,(819) 647-6412,(819) 647-6408
Thurso,J0X 3B0,10,62,7,direction@cpepetitenation.ca,QC,LES COLIBRIS,CPE,7 - Outaouais,"70, rue Galipeau",CR,(819) 985-3838,
Val-des-Monts,J8N 7X4,10,52,7,nadine.cronier@cigale-fourmi.ca,QC,CENTRE DE LA PETITE ENFANCE LA CIGALE ET LA FOURMI,CPE,7 - Outaouais,"12, chemin Marollie",CR,(819) 671-9255,(819) 671-1118
Val-des-Monts,J8N 4H2,5,39,7,nadine.cronier@cigale-fourmi.ca,QC,CENTRE DE LA PETITE ENFANCE LA CIGALE ET LA FOURMI,CPE,7 - Outaouais,"36, chemin Du Fort",CR,(819) 457-2298,
Val-des-Monts,J8N 7M9,10,70,7,garderiedelaforetenchantee@gmail.com,QC,GARDERIE DE LA FORÊT ENCHANTÉE DE VAL-DES-MONTS INC.,GARD,7 - Outaouais,"1784, route du Carrefour",CR,(819) 664-3065,
Amos,J9T 2V6,10,72,8,isabelle.girard@cpearlequinetcolombine.com,QC,CENTRE DE LA PETITE ENFANCE ARLEQUIN ET COLOMBINE,CPE,8 - Abitibi-Témiscamingue,"361, 6e Rue Ouest",CR,(819) 732-9259,(819) 732-9546
Amos,J9T 4H6,10,60,8,isabelle.girard@cpearlequinetcolombine.com,QC,CENTRE DE LA PETITE ENFANCE ARLEQUIN ET COLOMBINE,CPE,8 - Abitibi-Témiscamingue,"22, rue du Carrefour",CR,"(819) 732-9259, poste 222",(819) 732-9259
Amos,J9T 2A4,10,60,8,cpe.petitselans@cableamos.com,QC,CENTRE DE LA PETITE ENFANCE DES PETITS ÉLANS,CPE,8 - Abitibi-Témiscamingue,"412, rue Taschereau",CR,(819) 732-4136,(819) 732-7929
Amos,J9T 1Y3,10,60,8,cpe.petitselanslyne@cableamos.com,QC,CPE DES PETITS ÉLANS,CPE,8 - Abitibi-Témiscamingue,"51, 4e Rue Est",CR,"(819) 732-4136, poste 108",(819) 732-3772
Kebaowek,J0Z 2H0,5,21,8,phunter@kebaowek.ca,QC,CENTRE DE LA PETITE ENFANCE KABAOWEK,CPE,8 - Abitibi-Témiscamingue,"100, rue Amik",CR,(819) 627-1000,(819) 627-1219
La Sarre,J9Z 1H5,5,49,8,cpeboutdchou@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,CPE,8 - Abitibi-Témiscamingue,"15, 3e Avenue Est",CR,(819) 333-9058,
La Sarre,J9Z 2J4,15,80,8,bmatte@cpepetitschatons.ca,QC,CPE LES PETITS CHATONS INC.,CPE,8 - Abitibi-Témiscamingue,"545, 2e Rue Est",CR,"(819) 333-4344, poste 221",
La Sarre,J9Z 2H6,10,48,8,rose.chabot.rc@gmail.com,QC,GARDERIE TI-MINOU CHEZ ROSIE,GARD,8 - Abitibi-Témiscamingue,"343, 2e Rue Est",,(819) 333-5332,
Lac-Simon,J0Y 3M0,5,30,8,isabelle.babin@lacsimon.ca,QC,CENTRE DE LA PETITE ENFANCE TAKINAGAN,CPE,8 - Abitibi-Témiscamingue,"1029, rue Mohigan",CR,(819) 736-2929,(819) 736-2064
Lorrainville,J0Z 2R0,5,39,8,cpe.lorrainville@tlb.sympatico.ca,QC,CPE AU VILLAGE DES PETITS LUTINS INC.,CPE,8 - Abitibi-Témiscamingue,"4, rue Notre-Dame Est",CR,(819) 625-2522,(819) 625-3122
Macamic,J0Z 2S0,5,42,8,cpeboutdchou@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,CPE,8 - Abitibi-Témiscamingue,"57, 4e Avenue Ouest",CR,(819) 782-2223,(819) 782-2191
Malartic,J0Y 1Z0,15,80,8,direction@cpebambin.com,QC,CENTRE DE LA PETITE ENFANCE BAMBIN ET CÂLIN,CPE,8 - Abitibi-Témiscamingue,"700, rue Harricana C.P. 100",CR,(819) 757-2838,(819) 757-2988
Malartic,J0Y 1Z0,10,52,8,direction@cpebambin.com,QC,CENTRE DE LA PETITE ENFANCE BAMBIN ET CÂLIN,CPE,8 - Abitibi-Témiscamingue,"702, rue Harricana",CR,"(819) 757-2838, poste 22",(819) 757-2988
Notre-Dame-du-Nord,J0Z 3B0,10,75,8,,QC,PIDABAN,CPE,8 - Abitibi-Témiscamingue,"10, Algonquin Avenue",CR,(819) 723-2319,(819) 723-4002
Pikogan,J9T 3A3,10,68,8,,QC,CENTRE DE LA PETITE ENFANCE MOKAAM,CPE,8 - Abitibi-Témiscamingue,"75, rue Migwan",CR,(819) 727-5744,
Rouyn-Noranda,J9X 3C5,10,80,8,,QC,"CENTRE DE LA PETITE ENFANCE ""AU JARDIN DE PIERROT"" INC.",CPE,8 - Abitibi-Témiscamingue,"399, rue Perreault Est",CR,(819) 762-3681,
Rouyn-Noranda,J9X 7G9,10,80,8,cpebonaventure.dg@lino.com,QC,CENTRE DE LA PETITE ENFANCE BONNAVENTURE,CPE,8 - Abitibi-Témiscamingue,"259, avenue Principale",CR,(819) 797-6815,(819) 797-6037
Rouyn-Noranda,J9X 6Z6,10,52,8,cpebonaventure.dg@lino.com,QC,CENTRE DE LA PETITE ENFANCE BONNAVENTURE,CPE,8 - Abitibi-Témiscamingue,"381, rue Notre-Dame Ouest",CR,(819) 797-2015,(819) 797-2024
Rouyn-Noranda,J9X 5E5,15,80,8,,QC,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,CPE,8 - Abitibi-Témiscamingue,"545, boulevard du Collège",CR,(819) 762-7121,
Rouyn-Noranda,J9X 5E5,10,43,8,,QC,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,CPE,8 - Abitibi-Témiscamingue,"545 A, boulevard du Collège",CR,,
Rouyn-Noranda,J0Z 1K0,5,13,8,direction.generale@fleuretmiel.com,QC,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,CPE,8 - Abitibi-Témiscamingue,"2501, route des Pionniers C.P. 65",CR,(819) 797-8656,
Rouyn-Noranda,J0Z 1Y0,5,47,8,,QC,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE,CPE,8 - Abitibi-Témiscamingue,"111, rue d'Évain",CR,,
Rouyn-Noranda,J9X 1Y7,15,67,8,,QC,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,CPE,8 - Abitibi-Témiscamingue,"36, 6e Rue",CR,(819) 797-8461,
Rouyn-Noranda,J9Y 0H2,5,47,8,,QC,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,CPE,8 - Abitibi-Témiscamingue,"180, rue de McWatters",CR,(819) 797-8884,(819) 797-8986
Rouyn-Noranda,J9X 2E8,10,80,8,marilyn.aubin@ribambelle.ca,QC,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE,CPE,8 - Abitibi-Témiscamingue,"111, 11e Rue",CR,"(819) 762-1444, poste 235",(819) 762-1344
Rouyn-Noranda,J9X 4L8,5,47,8,info@progazat.com,QC,GARDERIE AUX MILLE ET UN PAS,GARD,8 - Abitibi-Témiscamingue,"456, avenue Richard",,(819) 762-1434,
Rouyn-Noranda,J9X 1H4,15,80,8,info@colibri.coop,QC,"LE VOL DU COLIBRI, COOP DE SOLIDARITÉ",GARD,8 - Abitibi-Témiscamingue,"561, avenue Murdoch",,(819) 762-6500,(819) 764-6501
Rouyn-Noranda,J9X 1H4,10,75,8,info@colibri.coop,QC,"LE VOL DU COLIBRI, COOP DE SOLIDARITÉ (VOLET 2)",GARD,8 - Abitibi-Témiscamingue,"561, C avenue Murdoch",,(819) 762-6500,(819) 764-6501
Sainte-Germaine-Boulé,J0Z 1M0,5,42,8,cpeboutdchou@hotmail.com,QC,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,CPE,8 - Abitibi-Témiscamingue,"202, rue de l'Aréna",CR,(819) 787-2223,(819) 787-2124
Senneterre,J0Y 2M0,10,78,8,,QC,CENTRE DE LA PETITE ENFANCE BOUT'CHOU ET CASSE-COU INC.,CPE,8 - Abitibi-Témiscamingue,"770, 11e Avenue",CR,(819) 737-2918,
Senneterre,J0Y 2M0,5,21,8,dg@cpebccc.org,QC,PAVILLON LISETTE BRANCONNIER,CPE,8 - Abitibi-Témiscamingue,"221, 12 ième Avenue Est",CR,"(819) 737-3231, poste 321",(819) 737-4545
Témiscaming,J0Z 3R0,10,70,8,direction.cpecp@cablevision.qc.ca,QC,CPE (CENTRE DE LA PETITE ENFANCE) CANNELLE ET PRUNEAU INC.,CPE,8 - Abitibi-Témiscamingue,"1411, chemin Kipawa",CR,(819) 627-9471,(819) 627-9685
Val-d'Or,J9P 7H3,10,80,8,miguam.dir@cablevision.qc.ca,QC,CENTRE DE LA PETITE ENFANCE ABINODJIC-MIGUAM,CPE,8 - Abitibi-Témiscamingue,"801, 6e Avenue",CR,(819) 874-2323,(819) 874-9348
Val-d'Or,J9P 3M6,15,80,8,hroussy.cpecvdl@cablevision.qc.ca,QC,CENTRE DE LA PETITE ENFANCE LA VALLÉE DES LOUPIOTS,CPE,8 - Abitibi-Témiscamingue,"250, Avenue Paquin",CR,"(819) 825-2260, poste 251",(819) 825-2242
Val-d'Or,J9P 7C6,7,45,8,,QC,CENTRE DE LA PETITE ENFANCE MISIPISON,CPE,8 - Abitibi-Témiscamingue,", Kitcisakik, Grand-Lac-Victoria, via Louvicourt C.P. 520",CR,(819) 736-3009,
Val-d'Or,J9P 3M6,0,65,8,,QC,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,CPE,8 - Abitibi-Témiscamingue,"7, place Guillemette",CR,"(819) 825-2260, poste 241",(819) 825-2242
Val-d'Or,J9P 0B8,10,59,8,,QC,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,CPE,8 - Abitibi-Témiscamingue,"351, rue de l'Église",CR,"(819) 825-2260, poste 231",(819) 825-2231
Val-d'Or,J9P 4M5,10,80,8,jardindesmerveilles@hotmail.com,QC,GARDERIE AUX JARDINS DES MERVEILLES 2001,GARD,8 - Abitibi-Témiscamingue,"111, chemin de la Baie-Carrière",CR,(819) 874-1403,(819) 874-2286
Val-d'Or,J9P 5H3,10,80,8,france-claude.cpe@cablevision.qc.ca,QC,LE CENTRE DE LA PETITE ENFANCE LA MAGIE DU RÊVE,CPE,8 - Abitibi-Témiscamingue,"1277, boulevard Forest",CR,(819) 825-2677,
Ville-Marie,J9V 1Y5,10,62,8,directrice@cpecalimero.ca,QC,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO,CPE,8 - Abitibi-Témiscamingue,"5, rue Richard",CR,"(819) 622-1222, poste 102",(819) 622-2788
Ville-Marie,J9V 1Y6,10,44,8,directrice@cpecalimero.ca,QC,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO,CPE,8 - Abitibi-Témiscamingue,"58, rue Richard",CR,"(819) 622-1222, poste 102",(819) 622-2788
Winneway,J0Z 2J0,5,30,8,,QC,CENTRE DE LA PETITE ENFANCE AMOSESAG,CPE,8 - Abitibi-Témiscamingue,"603, Ocki Mikana",CR,(819) 722-2441,(819) 722-2234
Baie-Comeau,G4Z 2M1,5,47,9,cpeauboise@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE AU BOISÉ,CPE,9 - Côte-Nord,"25, avenue Chapleau",CR,(418) 296-5163,(418) 296-5685
Baie-Comeau,G5C 2E7,5,65,9,aucarredesable@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE AU CARRÉ DE SABLE INC.,CPE,9 - Côte-Nord,"1472, rue Côté",CR,(418) 589-7828,(418) 589-1983
Baie-Comeau,G4Z 1X8,5,55,9,lucie.vaillancourt@cpemagimuse.ca,QC,INSTALLATION LES GAMINS D'ICI,CPE,9 - Côte-Nord,"22, avenue Monseigneur Plessis",CR,(418) 296-3737,(418) 294-6338
Baie-Comeau,G5C 2B2,10,78,9,lesptitsbecots@globetrotter.net,QC,LES P'TITS BÉCOTS,CPE,9 - Côte-Nord,"525, boulevard Blanche",CR,(418) 589-6762,(418) 589-1446
Blanc-Sablon,G0G 1W0,8,32,9,cpemermousse@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE MER ET MOUSSE,CPE,9 - Côte-Nord,"2, rue Pointe-Lazy",CR,(418) 461-2525,(418) 461-2550
Essipit,G0T 1K0,0,26,9,lagiroflee@msn.com,QC,CPE LA GIROFLÉE ESCOUMINS,CPE,9 - Côte-Nord,"29, rue de la Réserve",CR,(418) 233-4545,(418) 233-4048
Fermont,G0G 1J0,10,78,9,Direction.cpemurmur@gmail.com,QC,"CENTRE DE LA PETITE ENFANCE ""LE MUR-MÛR"" INC.",CPE,9 - Côte-Nord,"299, Le Carrefour, porte 22",CR,(833) 287-3513,(833) 287-3713
Forestville,G0T 1E0,0,16,9,lagiroflee@msn.com,QC,CPE LA GIROFLÉE FORESTVILLE,CPE,9 - Côte-Nord,"11, 10e rue",CR,(418) 233-4545,(418) 233-4048
Havre-Saint-Pierre,G0G 1P0,15,75,9,dgcpephsp@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE PICASSOU INC.,CPE,9 - Côte-Nord,"1310, rue de la Digue",CR,(418) 538-1230,(418) 538-1890
Kawawachikamach,G0G 2Z0,5,26,9,sachidun@naskapi.ca,QC,CENTRE DE LA PETITE ENFANCE SACHIDUN,CPE,9 - Côte-Nord,"1011, route Naskapi",CR,(418) 585-2020,(418) 585-2050
La Romaine,G0G 1M0,5,29,9,cpe.nussum.ca@gmail.com,QC,CENTRE DE LA PETITE ENFANCE NUSSUM,CPE,9 - Côte-Nord,"92, rue du Large C.P. 212",CR,,
Les Bergeronnes,G0T 1G0,5,21,9,lagiroflee@msn.com,QC,CPE LA GIROFLÉE BERGERONNES,CPE,9 - Côte-Nord,"512, rue du Boisé",CR,"(418) 232-6244, poste 6",(418) 232-1072
Longue-Pointe-de-Mingan,G0G 1V0,5,21,9,dgcpephsp@globetrotter.net,QC,INSTALLATION 2 AUX MILLE SURPRISES,CPE,9 - Côte-Nord,"499, rue du Centre",CR,(418) 949-2148,(418) 538-1890
Maliotenam,G4R 4K2,10,58,9,reception@cpeauassis.ca,QC,CENTRE DE LA PETITE ENFANCE AUASSIS,CPE,9 - Côte-Nord,"30, rue Manakash",CR,(418) 927-3370,(418) 927-3394
Natashquan,G0G 2E0,10,64,9,reception@cpeuapukun.ca,QC,CENTRE DE LA PETITE ENFANCE UAPUKUN,CPE,9 - Côte-Nord,"188, rue Pashin",CR,(418) 726-3800,(418) 726-3803
Pessamit,G0H 1B0,10,78,9,poupon@globetrotter.net,QC,NUITSHEUAKAN,CPE,9 - Côte-Nord,"2, place Niash Picard",CR,(418) 567-2000,(418) 567-8000
Port-Cartier,G5B 1M2,10,78,9,directiongenerale@cpetouchatouille.com,QC,LA MER-VEILLEUSE,CPE,9 - Côte-Nord,"31, rue Audubon",CR,(418) 766-5156,(418) 766-5159
Port-Cartier,G5B 2N4,10,78,9,directiongenerale@cpetouchatouille.com,QC,LE SENTIER DES MERVEILLES,CPE,9 - Côte-Nord,"20, boulevard des Îles",CR,(418) 766-5156,(418) 766-5159
Ragueneau,G0H 1S0,10,44,9,lucie.vaillancourt@cpemagimuse.ca,QC,INSTALLATION MAGIMUSE,CPE,9 - Côte-Nord,"37, route 138",CR,(418) 567-4646,(418) 567-4647
Sacré-Coeur,G0T 1Y0,10,52,9,gestionnaire@cpegraindesoleil.com,QC,CENTRE DE LA PETITE ENFANCE GRAIN DE SOLEIL,CPE,9 - Côte-Nord,"64, rue Dufour",CR,(418) 236-1510,(418) 236-1509
Schefferville,G0G 2T0,10,44,9,cpeuatikuss@hotmail.ca,QC,CENTRE DE LA PETITE ENFANCE UATIKUSS,CPE,9 - Côte-Nord,"204, rue Lorraine",CR,(418) 585-2820,(418) 585-2821
Sept-Îles,G4R 0G2,10,78,9,laurie.cormier@cpebontoit.com,QC,AU JARDIN DES RÊVES,CPE,9 - Côte-Nord,"51, rue Joséphat-Méthot",CR,(418) 962-2844,(418) 968-6188
Sept-Îles,G4R 5V3,5,57,9,laurie.cormier@cpebontoit.com,QC,AUX MILLE MERVEILLES,CPE,9 - Côte-Nord,"123, rue de la Vérendrye",CR,(418) 962-2844,(418) 968-6188
Sept-Îles,G4R 5K8,5,55,9,cpeniddhirondelle@cgocable.ca,QC,CENTRE DE LA PETITE ENFANCE NID D'HIRONDELLE,CPE,9 - Côte-Nord,"392, rue Comeau",CR,(418) 962-1144,(418) 968-1144
Sept-Îles,G4R 2S5,10,70,9,kvigneault@ritournailes.ca,QC,CENTRE À LA PETITE ENFANCE RITOURN'AILES DE SEPT-ÎLES,CPE,9 - Côte-Nord,"912, avenue De Quen",CR,"(418) 961-2933, poste 7",(418) 961-2942
Sept-Îles,G4R 1G9,5,45,9,kvigneault@ritournailes.ca,QC,LA MAISONNETTE,CPE,9 - Côte-Nord,"21, rue Michaud",CR,"(418) 962-2420, poste 7",(418) 968-8196
Sept-Îles,G4R 2W2,5,39,9,kvigneault@ritournailes.ca,QC,LA MER VEILLE,CPE,9 - Côte-Nord,"186, avenue Brochu",CR,"(418) 962-1477, poste 7",(418) 962-1488
Tadoussac,G0T 2A0,5,21,9,lagiroflee@msn.com,QC,CPE LA GIROFLÉE TADOUSSAC,CPE,9 - Côte-Nord,"286-A, rue de la Falaise",CR,(418) 232-6244,
Uashat,G4R 5E8,10,78,9,cpemetuetau@globetrotter.net,QC,CENTRE DE LA PETITE ENFANCE METUETAU,CPE,9 - Côte-Nord,"101, rue Pashin",CR,(418) 968-5397,(418) 968-5398
Akulivik,J0M 1V0,5,30,10,,QC,CENTRE DE LA PETITE ENFANCE AKULIVIK,CPE,10 - Nord-du-Québec,",   C.P. 19",CR,(819) 496-2957,(819) 496-2959
Aupaluk,J0M 1X0,5,30,10,,QC,CENTRE DE LA PETITE ENFANCE SUKLIATEET,CPE,10 - Nord-du-Québec,",   C.P. 39",CR,(819) 491-7070,(819) 491-7035
Chapais,G0W 1H0,5,45,10,peluchesetbaluchons@hotmail.ca,QC,CENTRE DE LA PETITE ENFANCE PELUCHES ET BALUCHONS,CPE,10 - Nord-du-Québec,"21, 2e Avenue",CR,(418) 745-2722,(418) 745-2744
Chibougamau,G8P 0C2,10,60,10,cpeawashutamet@gmail.com,QC,CENTRE DE LA PETITE ENFANCE AWASH UTAMET,CPE,10 - Nord-du-Québec,"611, 5e Rue C.P. G8P",CR,(418) 748-6161,(418) 748-6954
Chibougamau,G8P 2N3,5,73,10,planetesoleil@lino.sympatico.ca,QC,CENTRE DE LA PETITE ENFANCE PLANÈTE SOLEIL,CPE,10 - Nord-du-Québec,"899, rue O'Connell",CR,(418) 748-2847,
Chisasibi,J0M 1E0,12,80,10,pnorquay@cra.qc.ca,QC,JENNA CENTRE,CPE,10 - Nord-du-Québec,"4, Chemin Fort-George",CR,,
Chisasibi,J0M 1E0,12,80,10,pnorquay@cra.qc.ca,QC,NUDIWAASHAU CENTRE,CPE,10 - Nord-du-Québec,"38, Chemin Fort-George",CR,,
Chisasibi,J0M 1E0,22,80,10,pnorquay@cra.qc.ca,QC,PRESTON CENTRE,CPE,10 - Nord-du-Québec,"5, Chemin Fort-George",CR,(819) 855-3322,
Eastmain,J0M 1W0,12,80,10,pnorquay@cra.qc.ca,QC,CENTRE DE LA PETITE ENFANCE WASEYAPIN,CPE,10 - Nord-du-Québec,"15, Chemin Opinica",CR,(819) 977-2207,(819) 977-2209
Gouvernement régional d'Eeyou Istch,J0Z 1H0,5,29,10,,QC,CENTRE DE LA PETITE ENFANCE MAMIE-SOURIS,CPE,10 - Nord-du-Québec,"2703, boulevard McDuff",CR,(819) 941-2300,
Inukjuak,J0M 1M0,10,80,10,,QC,SERVICE DE GARDE TASIURVIK INC.,CPE,10 - Nord-du-Québec,",   C.P. 280",CR,(819) 254-8999,
Inukjuak,J0M 1M0,10,65,10,,QC,SERVICE DE GARDE TASIURVIK INC.,CPE,10 - Nord-du-Québec,",   C.P. 280",CR,,
Ivujivik,J0M 1H0,5,30,10,,QC,CENTRE DE LA PETITE ENFANCE AMAARVIK,CPE,10 - Nord-du-Québec,",   C.P. 50",CR,(819) 922-3678,(819) 922-3680
Kangiqsualujjuaq,J0M 1N0,10,60,10,aqaivik@tamaani.ca,QC,CENTRE DE LA PETITE ENFANCE AQAIVIK,CPE,10 - Nord-du-Québec,",   C.P. 130",CR,(819) 337-5624,(819) 337-5626
Kangiqsualujjuaq,J0M 1N0,10,45,10,,QC,CENTRE DE LA PETITE ENFANCE SARALIKITAARAPIIT,CPE,10 - Nord-du-Québec,",   C.P. 130",CR,,
Kangiqsujuaq,J0M 1K0,5,45,10,centerdirector@mikijuq.ca,QC,CENTRE DE LA PETITE ENFANCE MIKIJUQ,CPE,10 - Nord-du-Québec,",   C.P. 169",CR,(819) 338-3362,(819) 338-3242
Kangirsuk,J0M 1A0,5,30,10,,QC,CENTRE DE LA PETITE ENFANCE AMAARTAUVIK,CPE,10 - Nord-du-Québec,", Case Postale 160 C.P. 160",CR,(819) 935-4848,(819) 935-4851
Kuujjuaq,J0M 1C0,10,80,10,director@tumiapiit.ca,QC,CENTRE DE LA PETITE ENFANCE IQITAUVIK/ IQITAUVIK CHILD CARE CENTRE - TUMIAPIIT,CPE,10 - Nord-du-Québec,",   C.P. 699",CR,(819) 964-0592,(819) 964-1627
Kuujjuaq,J0M 1C0,10,80,10,,QC,CENTRE DE LA PETITE ENFANCE IQITAUVIK/IQITAUVIK CHILD CARE CENTRE,CPE,10 - Nord-du-Québec,",   C.P. 699",CR,(819) 964-2754,(819) 964-0320
Kuujjuarapik,J0M 1G0,5,40,10,,QC,CENTRE DE LA PETITE ENFANCE SAQLIAVIK,CPE,10 - Nord-du-Québec,",   C.P. 429",CR,(819) 929-3361,(819) 929-3520
Lebel-sur-Quévillon,J0Y 1X0,5,49,10,,QC,CENTRE DE LA PETITE ENFANCE SUCRE D'ORGE,CPE,10 - Nord-du-Québec,"53, rue des Trembles",CR,(819) 755-4055,(819) 755-4066
Matagami,J0Y 2A0,10,29,10,cpe.maringouins@gmail.com,QC,LE CENTRE DE LA PETITE ENFANCE DES P'TITS MARINGOUINS,CPE,10 - Nord-du-Québec,"99, rue Rupert",CR,(819) 739-2854,
Mistissini,G0W 1C0,10,80,10,pnorquay@cra.qc.ca,QC,CENTRE DE LA PETITE ENFANCE AWASH / AWASH CHILD CARE CENTER (JONATHAN CENTRE),CPE,10 - Nord-du-Québec,"104, rue St-John Poste restante",CR,,
Mistissini,G0W 1C0,22,80,10,pnorquay@cra.qc.ca,QC,CENTRE DE LA PETITE ENFANCE AWASH / AWASH CHILDCARE CENTER (AMANDA CENTRE),CPE,10 - Nord-du-Québec,"115, rue Amanda Poste restante",CR,(418) 923-2453,(418) 923-2253
Mistissini,G0W 1C0,10,80,10,pnorquay@cra.qc.ca,QC,CENTRE DE LA PETITE ENFANCE AWASH / AWASH CHILDCARE CENTER (MARYAN CENTRE),CPE,10 - Nord-du-Québec,"9, rue Cheno",CR,,
Nemaska,J0Y 3B0,12,63,10,pnorquay@cra.qc.ca,QC,CENTRE DE LA PETITE ENFANCE SHE SHE GUIN,CPE,10 - Nord-du-Québec,"10, route Lakeshore",CR,(819) 673-2232,
Oujé-Bougoumou,G0W 3C0,20,70,10,pnorquay@cra.qc.ca,QC,CENTRE DE LA PETITE ENFANCE WASPSHOOYAN/WASPSHOOYAN KANOWAYEMASOOKAMOUK,CPE,10 - Nord-du-Québec,"15, rue Wastawshkootaw",CR,(418) 745-2526,
Puvirnituq,J0M 1P0,10,80,10,,QC,CENTRE DE LA PETITE ENFANCE SARLIATAUVIK - ARQSUIVIK,CPE,10 - Nord-du-Québec,",   C.P. 347",CR,,
Puvirnituq,J0M 1P0,10,80,10,,QC,CENTRE DE LA PETITE ENFANCE SARLIATAUVIK/SARLIATAUVIK CHILD CARE CENTER,CPE,10 - Nord-du-Québec,",   C.P. 347",CR,(819) 988-2565,(819) 988-2090
Quaqtaq,J0M 1J0,5,30,10,,QC,CENTRE DE LA PETITE ENFANCE KAMATTSIAVIK / KAMATTSIAVIK CHILD CARE CENTRE,CPE,10 - Nord-du-Québec,", QUAQTAQ",CR,(819) 492-9337,
Salluit,J0M 1S0,10,60,10,ualaku@tasiursivik.ca,QC,CENTRE DE LA PETITE ENFANCE TASIURSIVIK,CPE,10 - Nord-du-Québec,",   C.P. 330",CR,(819) 255-8048,(819) 255-8031
Salluit,J0M 1S0,10,80,10,,QC,CENTRE DE LA PETITE ENFANCE TASIURSIVIK - PIRURSIAK,CPE,10 - Nord-du-Québec,",   C.P. 168",CR,,
