Année,Arrondissement,Numéro d'arrondissement,Secteur,Mode de financement,Conseil,Catégorie,Application,Catégorie d'immeubles,Description des immeubles,Valeur minimale d'application,Valeur maximale d'application,Taux,Règle d'application
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0724",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0843",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6372",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6412",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,6427",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1633",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2744",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Rivière-des-Prairies–Pointe-aux-Trembles,19,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0409",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0508",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Rosemont–La Petite-Patrie,25,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6372",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6412",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,6427",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1633",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2744",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Rosemont–La Petite-Patrie,25,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0522",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0730",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Résidentiels,Immeubles résidentiels,0,,25,$ / logement
2020,Saint-Laurent,15,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Saint-Laurent,15,,Tarification,Conseil municipal,Tarification de l'eau,Règles,Non résidentiels,Immeubles non résidentiels,0,,,"Le plus élevé de a) Tarif minimum selon le diamètre du compteur, ou b) 0,396 $ / m3 jusqu'à 909 200 m3 et de 0,297 $ / m3 sur l'excédent"
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,0981",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0800",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,2949",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6129",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6168",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5506",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0711",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2258",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Saint-Laurent,15,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0605",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0827",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Résidentiels,Immeubles résidentiels,0,,30,$ / logement
2020,Saint-Léonard,14,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,85,$ / établissement
2020,Saint-Léonard,14,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,319,,"0,26708",$ / m3
2020,Saint-Léonard,14,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,0925",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0790",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,2935",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6132",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6171",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5521",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0726",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2264",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Saint-Léonard,14,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Verdun,12,Île-des-Soeurs,Taxation,Conseil municipal,Taxe pour travaux municipaux,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0083",$ / 100 $ d'évaluation
2020,Verdun,12,Terre ferme,Taxation,Conseil municipal,Taxe pour travaux municipaux,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0037",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0385",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0684",$ / 100 $ d'évaluation
2020,Verdun,12,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Résidentiels,Immeubles résidentiels,0,,30,$ / logement
2020,Verdun,12,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,78,$ / unité
2020,Verdun,12,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,229,,"0,19",$ / m3
2020,Verdun,12,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Verdun,12,,Tarification,Conseil municipal,Tarification des matières résiduelles,Simple,Résidentiels,Immeubles résidentiels,0,,60,$ / logement
2020,Verdun,12,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,0951",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0796",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3192",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,5915",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,5644",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5419",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0624",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,1830",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Verdun,12,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0064",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0418",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Ville-Marie,20,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Ville-Marie,20,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6372",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6412",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,6427",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1633",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2744",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Ville-Marie,20,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0445",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0551",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Villeray–Saint-Michel–Parc-Extension,26,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Villeray–Saint-Michel–Parc-Extension,26,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
