OBJECTID;DT_MAJ_GDUNO;COMBINE_NUO_NUI;CD_ORGNS;NOM_COURT_ORGNS;NOM_OFFCL_ORGNS;ADRS_GEO_L1_GDUNO_ORGNS;ADRS_GEO_L2_GDUNO_ORGNS;CD_POSTL_GDUNO_ORGNS;CD_MUNCP_GDUNO_ORGNS;NOM_MUNCP_GDUNO_ORGNS;CD_IMM;NOM_IMM;ADRS_GEO_L1_GDUNO_IMM;ADRS_GEO_L2_GDUNO_IMM;CD_MUNCP_GDUNO_IMM;NOM_MUNCP_GDUNO_IMM;CD_POSTL_GDUNO_IMM;PRESC;PRIM;SEC;FORM_PRO;ADULTE;SITE_WEB_ORGNS;COORD_X_LL84_IMM;COORD_Y_LL84_IMM;ORDRE_ENS;CD_CS;TYPE_CS;STYLE_CART
56;20200706;12067224;812029;École Saint-Paul;École Saint-Paul;33, rue de l'Église;Saint-Maurice de l'Échouerie;G4X4B3;03005;Gaspé;812029;Saint-Paul;33, rue de l'Église (St-Mauric;;03005;Gaspé;G4X4B3;1;1;0;0;0;www.cschic-chocs.qc.ca;-64.476652;49.05054;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
57;20200706;12068225;812031;École aux Quatre-Vents;École aux Quatre-Vents;87, boulevard Renard Est;Rivière-au-Renard;G4X5K7;03005;Gaspé;812031;Aux Quatre-Vents;87, rue Renard E. (Riv.-Ren.);;03005;Gaspé;G4X5K7;1;1;0;0;0;www.cschic-chocs.qc.ca;-64.384988;48.993111;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
58;20200706;940458;712034;École du Portage;École du Portage;530, boulevard de la Vallée;;G0J2H0;09035;Sainte-Angèle-de-Mérici;712013;Clair-Soleil;65, rue Soucy;;09005;La Rédemption;G0J1P0;1;1;0;0;0;http://ecole.csphares.qc.ca/duportage/;-67.880189;48.445191;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
59;20200706;940459;712034;École du Portage;École du Portage;530, boulevard de la Vallée;;G0J2H0;09035;Sainte-Angèle-de-Mérici;712014;Rivière, de la;530, boulevard de la Vallée;;09035;Sainte-Angèle-de-Mérici;G0J2H0;1;1;0;0;0;http://ecole.csphares.qc.ca/duportage/;-68.08501;48.525398;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
60;20200706;940760;712321;CFA de Mont-Joli-Mitis;Centre de formation des adultes de Mont-Joli-Mitis;1632, rue Lindsay;;G5H3A6;09077;Mont-Joli;712015;Saint-Rémi;20, rue Saint-Camille;;09065;Price;G0J1Z0;0;0;0;0;1;http://www.csphares.qc.ca/cfamj/;-68.123998;48.601103;Éducation aux adultes;712000;Franco;9_OrgImm_Franco_Adu
61;20200706;940260;712032;École des Cheminots;École des Cheminots;20, rue Saint-Camille;;G0J1Z0;09065;Price;712015;Saint-Rémi;20, rue Saint-Camille;;09065;Price;G0J1Z0;1;1;0;0;0;;-68.123998;48.601103;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
62;20200706;9382104;712006;Sainte-Luce-des Bois-et-Marées-Lévesque;École de Sainte-Luce-des Bois-et-Marées-Lévesque;53, rue Saint-Pierre Est;;G0K1P0;09092;Sainte-Luce;712063;Lévesque;101, rue Bérubé;;09030;Saint-Donat;G0K1L0;1;1;0;0;0;http://www.csphares.qc.ca/luceville/;-68.245422;48.498203;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
63;20200706;939893;712025;École Boijoli;École Boijoli;37, rue de la Montagne;;G0K1S0;10015;Saint-Narcisse-de-Rimouski;712064;Boijoli;37, rue de la Montagne;;10015;Saint-Narcisse-de-Rimouski;G0K1S0;1;1;1;0;0;;-68.435501;48.286505;Préscolaire - Primaire - Secondaire;712000;Franco;5_OrgImm_Franco_presc_prim_sec
64;20200706;9393108;712019;École de la Rose-des-Vents;École de la Rose-des-Vents;355, avenue de la Jeunesse;;G5M1J2;10043;Rimouski;712074;Rose-des-Vents, la;355, avenue de la Jeunesse;;10043;Rimouski;G5M1J2;1;1;0;0;0;http://www.csphares.qc.ca/rdv;-68.46032;48.507544;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
65;20200706;9373146;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711044;Sainte-Irène;359, rue Principale;;07040;Sainte-Irène;G0J2P0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.593224;48.434444;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
66;20200706;940261;712032;École des Cheminots;École des Cheminots;20, rue Saint-Camille;;G0J1Z0;09065;Price;712016;Aux-Quatre-Vents;203, rue de l'Église;;09055;Saint-Octave-de-Métis;G0J3B0;1;1;0;0;0;;-68.080709;48.600222;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
67;20200706;940263;712032;École des Cheminots;École des Cheminots;20, rue Saint-Camille;;G0J1Z0;09065;Price;712018;Envol, l';41, du Couvent;;09048;Métis-sur-Mer;G0J1S0;1;1;0;0;0;;-67.964933;48.682145;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
68;20200706;12051111;811009;École aux Iris;École aux Iris;575, chemin du Bassin;Bassin;G4T0C3;01023;Les Îles-de-la-Madeleine;811003;Iris, aux;575, chemin du Bassin;;01023;Les Îles-de-la-Madeleine;G4T0C3;1;1;0;0;0;;-61.931938;47.221709;Préscolaire - Primaire;811000;Franco;4_OrgImm_Franco_presc_prim
69;20200706;12052112;811301;Centre d'éducation des adultes des Îles;Centre d'éducation des adultes des Îles;50, chemin de la Martinique;L'Étang-du-Nord;G4T3R7;01023;Les Îles-de-la-Madeleine;811005;Notre-Dame-du-Sacré-Coeur;7, chemin de l'Église;;01023;Les Îles-de-la-Madeleine;G4T7C3;0;0;0;0;1;http://www.csdesiles.qc.ca/cea/;-61.523973;47.560153;Éducation aux adultes;811000;Franco;9_OrgImm_Franco_Adu
70;20200706;12048112;811006;École Notre-Dame-du-Sacré-Coeur;École Notre-Dame-du-Sacré-Coeur;7, chemin de l'Église;Grande-Entrée;G4T7C3;01023;Les Îles-de-la-Madeleine;811005;Notre-Dame-du-Sacré-Coeur;7, chemin de l'Église;;01023;Les Îles-de-la-Madeleine;G4T7C3;1;1;0;0;0;http://www.csdesiles.qc.ca/ge/;-61.523973;47.560153;Préscolaire - Primaire;811000;Franco;4_OrgImm_Franco_presc_prim
71;20200706;12055159;812005;École de l'Anse;École de l'Anse;398, 1re Avenue Ouest;;G4V1G9;04037;Sainte-Anne-des-Monts;812005;De l'Anse;398, 1re Avenue Ouest;;04037;Sainte-Anne-des-Monts;G4V1G9;1;1;0;0;0;www.cschic-chocs.qc.ca;-66.519792;49.123071;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
72;20200706;1209814;813019;École Le Phare;École Le Phare;110, route Clemville;;G0C2N0;02047;Port-Daniel--Gascons;813015;Le Phare;110 route Clemville;;02047;Port-Daniel--Gascons;G0C2N0;1;1;0;0;0;http://www.csrl.qc.ca;-64.981238;48.16554;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
73;20200706;1212213;813403;CFP Chandler-Bonaventure;Centre de formation professionnelle Chandler-Bonaventure;143, avenue Louisbourg;;G0C1E0;05045;Bonaventure;813021;Centre d'éducation des adultes l'Odyssée;501, rue Saint-Pie-X;;05032;Paspébiac;G0C2K0;0;0;0;1;0;http://www.csrl.qc.ca;-65.257539;48.057043;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
74;20200706;1211713;813302;CEA Chandler-Bonaventure;Centre d'éducation des adultes Chandler-Bonaventure;155, rue Mgr Ross;;G0C1K0;02028;Chandler;813021;Centre d'éducation des adultes l'Odyssée;501, rue Saint-Pie-X;;05032;Paspébiac;G0C2K0;0;0;0;0;1;http://www.csrl.qc.ca;-65.257539;48.057043;Éducation aux adultes;813000;Franco;9_OrgImm_Franco_Adu
75;20200706;940665;712036;École des Hauts-Plateaux;École des Hauts-Plateaux;105, rue Plourde;;G0K1M0;09025;Saint-Gabriel-de-Rimouski;712021;Marie-Élisabeth;105, rue Plourde;;09025;Saint-Gabriel-de-Rimouski;G0K1M0;1;1;0;0;0;http://www.csphares.qc.ca/lasource;-68.175426;48.423088;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
76;20200706;939568;712021;École des Beaux-Séjours;École des Beaux-Séjours;514, rue Tessier;;G5L4L9;10043;Rimouski;712023;D'Amours;261, rue Parent Nord;;10043;Rimouski;G5L6P2;0;1;0;0;0;;-68.543958;48.431933;Primaire;712000;Franco;2_OrgImm_Franco_primaire
77;20200706;939569;712021;École des Beaux-Séjours;École des Beaux-Séjours;514, rue Tessier;;G5L4L9;10043;Rimouski;712024;Sainte-Odile;514, rue Tessier;;10043;Rimouski;G5L4L9;1;1;0;0;0;;-68.544694;48.43067;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
78;20200706;12050113;811008;École Stella-Maris;École Stella-Maris;730, chemin des Caps;Fatima;G4T2T3;01023;Les Îles-de-la-Madeleine;811006;Stella-Maris;730, chemin des Caps;;01023;Les Îles-de-la-Madeleine;G4T2T3;1;1;0;0;0;;-61.900524;47.404555;Préscolaire - Primaire;811000;Franco;4_OrgImm_Franco_presc_prim
79;20200706;12042115;811003;École Centrale;École Centrale;51, chemin Central;Havre-aux-Maisons;G4T5H1;01023;Les Îles-de-la-Madeleine;811010;Centrale;51, chemin Central;;01023;Les Îles-de-la-Madeleine;G4T5H1;1;1;0;0;0;http://www.csdesiles.qc.ca/ham/index.htm;-61.794986;47.405053;Préscolaire - Primaire;811000;Franco;4_OrgImm_Franco_presc_prim
80;20200706;12054161;812001;École de l'Escabelle;École de l'Escabelle - Saint-Norbert;27, rue des Écoliers;;G0J1E0;04047;Cap-Chat;812002;Saint-Norbert;1, rue des Écoliers;;04047;Cap-Chat;G0J1E0;1;1;0;0;0;www.cschic-chocs.qc.ca;-66.686484;49.095756;Préscolaire - Primaire;812000;Franco;4_OrgImm_Franco_presc_prim
81;20200706;938070;712004;École Élisabeth-Turgeon;École Élisabeth-Turgeon;10, 8e Rue Ouest;;G5L5B4;10043;Rimouski;712025;Élisabeth-Turgeon;10, 8e Rue Ouest;;10043;Rimouski;G5L5B4;1;1;0;0;0;http://www.csphares.qc.ca/e-turgeon/;-68.514802;48.442559;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
82;20200706;938471;712008;École Langevin;École Langevin;105, rue Saint-Jean-Baptiste Ouest;;G5L4J2;10043;Rimouski;712028;Langevin;105, Saint-Jean-Baptiste Ouest;;10043;Rimouski;G5L4J2;0;1;1;0;0;;-68.526797;48.445875;Primaire - Secondaire;712000;Franco;7_OrgImm_Franco_prim_sec
83;20200706;938574;712009;École de l'Aquarelle;École de l'Aquarelle;247, rue Saint-Laurent Ouest;;G5L4P8;10043;Rimouski;712031;Aquarelle, de l';247, rue Saint-Laurent Ouest;;10043;Rimouski;G5L4P8;1;1;0;0;0;http://www.csphares.qc.ca/aquarelle/;-68.530179;48.440232;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
84;20200706;12049116;811007;École Saint-Pierre;École Saint-Pierre;1332, chemin Lavernière;L'Étang-du-Nord;G4T3G3;01023;Les Îles-de-la-Madeleine;811011;Saint-Pierre;1332, chemin La Vernière;;01023;Les Îles-de-la-Madeleine;G4T3G3;1;1;0;0;0;http://www.csdesiles.qc.ca/StPierre/index.htm;-61.906759;47.371533;Préscolaire - Primaire;811000;Franco;4_OrgImm_Franco_presc_prim
85;20200706;12123117;813404;Centre L'Envol;Centre de formation professionnelle L'Envol;15, rue Comeau;;G0C1J0;06013;Carleton-sur-Mer;811013;Polyvalente des Îles;30, chemin La Martinique;;01023;Les Îles-de-la-Madeleine;G4T3R7;0;0;0;1;0;http://www.cfpcsrl.qc.ca;-61.915497;47.371448;Formation professionnelle;813000;Franco;8_OrgImm_Franco_Fp
86;20200706;12053117;811401;Centre de formation prof. des Îles;Centre de formation professionnelle des Îles;50, chemin de la Martinique;L'Étang-du-Nord;G4T3R7;01023;Les Îles-de-la-Madeleine;811013;Polyvalente des Îles;30, chemin La Martinique;;01023;Les Îles-de-la-Madeleine;G4T3R7;0;0;0;1;0;http://www.csdesiles.qc.ca/cea/;-61.915497;47.371448;Formation professionnelle;811000;Franco;8_OrgImm_Franco_Fp
87;20200706;12052117;811301;Centre d'éducation des adultes des Îles;Centre d'éducation des adultes des Îles;50, chemin de la Martinique;L'Étang-du-Nord;G4T3R7;01023;Les Îles-de-la-Madeleine;811013;Polyvalente des Îles;30, chemin La Martinique;;01023;Les Îles-de-la-Madeleine;G4T3R7;0;0;0;0;1;http://www.csdesiles.qc.ca/cea/;-61.915497;47.371448;Éducation aux adultes;811000;Franco;9_OrgImm_Franco_Adu
88;20200706;12041117;811002;École Polyvalente des Îles;École Polyvalente des Îles;30, chemin de la Martinique;L'Étang-du-Nord;G4T3R7;01023;Les Îles-de-la-Madeleine;811013;Polyvalente des Îles;30, chemin La Martinique;;01023;Les Îles-de-la-Madeleine;G4T3R7;0;0;1;0;0;http://www.csdesiles.qc.ca/epi/;-61.915497;47.371448;Secondaire;811000;Franco;3_OrgImm_Franco_secondaire
149;20200706;27424133;711460;CFPRO Matanie - Vallée & Foresterie;Centre de formation professionnelle Matanie - Vallée et Foresterie;271, boulevard du Père-Lamarche;;G4W0C3;08053;Matane;711022;Polyvalente Forimont;145, rue Saint-Luc;;07018;Causapscal;G0J1J0;0;0;0;1;0;www.csmm.qc.ca;-67.22338;48.347597;Formation professionnelle;711000;Franco;8_OrgImm_Franco_Fp
150;20200706;9373133;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711022;Polyvalente Forimont;145, rue Saint-Luc;;07018;Causapscal;G0J1J0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.22338;48.347597;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
151;20200706;9342133;711022;Polyvalente Forimont;Polyvalente Forimont;145, rue Saint-Luc;;G0J1J0;07018;Causapscal;711022;Polyvalente Forimont;145, rue Saint-Luc;;07018;Causapscal;G0J1J0;0;0;1;0;0;;-67.22338;48.347597;Secondaire;711000;Franco;3_OrgImm_Franco_secondaire
152;20200706;9373137;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711005;Albertville;1096, rue Principale;;07025;Albertville;G0J1A0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.36204;48.325491;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
153;20200706;9372184;711300;Centre d'éducation des adultes de Matane;Centre d'éducation des adultes de Matane;81, avenue D'Amours;;G4W2X5;08053;Matane;711042;Le Marinier;161, rue Principale;;08005;Les Méchins;G0J1T0;0;0;0;0;1;www.csmm.qc.ca/cea-matane;-66.979402;49.000775;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
154;20200706;9362184;711042;École Le Marinier;École Le Marinier;161, rue Principale;;G0J1T0;08005;Les Méchins;711042;Le Marinier;161, rue Principale;;08005;Les Méchins;G0J1T0;1;1;0;0;0;;-66.979402;49.000775;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
155;20200706;9372186;711300;Centre d'éducation des adultes de Matane;Centre d'éducation des adultes de Matane;81, avenue D'Amours;;G4W2X5;08053;Matane;711046;Sainte-Félicité;207, boulevard Perron;;08023;Sainte-Félicité;G0J2K0;0;0;0;0;1;www.csmm.qc.ca/cea-matane;-67.337063;48.900697;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
156;20200706;9365186;711046;École Sainte-Félicité;École Sainte-Félicité ;207, boulevard Perron;;G0J2K0;08023;Sainte-Félicité;711046;Sainte-Félicité;207, boulevard Perron;;08023;Sainte-Félicité;G0J2K0;1;1;0;0;0;www.csmm.qc.ca/ste-felicite;-67.337063;48.900697;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
157;20200706;940650;712036;École des Hauts-Plateaux;École des Hauts-Plateaux;105, rue Plourde;;G0K1M0;09025;Saint-Gabriel-de-Rimouski;712003;Source, la;230, rue Principale;;09015;Les Hauteurs;G0K1C0;1;1;1;0;0;http://www.csphares.qc.ca/lasource;-68.114998;48.378264;Préscolaire - Primaire - Secondaire;712000;Franco;5_OrgImm_Franco_presc_prim_sec
158;20200706;940152;712031;École Norjoli;École Norjoli;70, avenue Beaupré;;G5H1C7;09077;Mont-Joli;712007;Norjoli;70, rue Beaupré;;09077;Mont-Joli;G5H1C7;1;1;0;0;0;http://www.csphares.qc.ca/norjoli;-68.195066;48.59302;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
159;20200706;938296;712006;Sainte-Luce-des Bois-et-Marées-Lévesque;École de Sainte-Luce-des Bois-et-Marées-Lévesque;53, rue Saint-Pierre Est;;G0K1P0;09092;Sainte-Luce;712055;Sainte-Luce;26, route du Fleuve Ouest;;09092;Sainte-Luce;G0K1P0;0;0;1;0;0;http://www.csphares.qc.ca/luceville/;-68.385688;48.54946;Secondaire;712000;Franco;3_OrgImm_Franco_secondaire
160;20200706;9346138;711028;École Saint-Rosaire;École Saint-Rosaire;4, place de l'Église;;G0J1J0;07018;Causapscal;711028;Saint-Rosaire;4, place de l'Église;;07018;Causapscal;G0J1J0;1;1;0;0;0;www.csmm.qc.ca/st-rosaire;-67.223366;48.355971;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
161;20200706;9350139;711030;École Sainte-Marie;École Sainte-Marie;2, rue de l'Église;;G0J3K0;07085;Sayabec;711030;Sainte-Marie;2, rue de l'Église;;07085;Sayabec;G0J3K0;1;1;0;0;0;www.csmm.qc.ca/ste-marie;-67.686902;48.565547;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
162;20200706;9373141;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711038;Val-Brillant;14, rue de la Fabrique;;07080;Val-Brillant;G0J3L0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.547185;48.531689;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
163;20200706;9359141;711038;École Val-Brillant;École Val-Brillant;14, rue de la Fabrique;;G0J3L0;07080;Val-Brillant;711038;Val-Brillant;14, rue de la Fabrique;;07080;Val-Brillant;G0J3L0;1;1;0;0;0;;-67.547185;48.531689;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
164;20200706;9626286;722362;Pavillon Damase-Boulanger;Centre de formation générale des adultes;740, rue Bergeron ;;G8B1V4;93042;Alma;722025;Saint-Léon;1370, rue Principale;;93055;Labrecque;G0W2S0;0;0;0;0;1;;-71.524386;48.672837;Éducation aux adultes;722000;Franco;9_OrgImm_Franco_Adu
165;20200706;9607286;722204;École Saint-Léon;École Saint-Léon;1370, rue Principale;;G0W2S0;93055;Labrecque;722025;Saint-Léon;1370, rue Principale;;93055;Labrecque;G0W2S0;1;1;0;0;0;www.cslacst-jean.qc.ca/leon/index.htm;-71.524386;48.672837;Préscolaire - Primaire;722000;Franco;4_OrgImm_Franco_presc_prim
105;20200706;937980;712003;École Paul-Hubert;École Paul-Hubert;250, boulevard Arthur-Buies Ouest;;G5L7A7;10043;Rimouski;712036;Grand-Défi, du;8, avenue Beaulieu;;10043;Rimouski;G5L2R1;0;0;1;0;0;http://ph.csphares.qc.ca/;-68.511059;48.474651;Secondaire;712000;Franco;3_OrgImm_Franco_secondaire
106;20200706;938681;712010;École Saint-Jean;École Saint-Jean;245, 2e Rue Ouest;;G5L4Y1;10043;Rimouski;712038;Saint-Jean;245, 2e Rue Ouest;;10043;Rimouski;G5L4Y1;0;1;1;0;0;http://www.csphares.qc.ca/st-jean/;-68.525426;48.438476;Primaire - Secondaire;712000;Franco;7_OrgImm_Franco_prim_sec
107;20200706;937882;712002;École de l'Estran;École de l'Estran;399, rue La Salle;;G5L3V8;10043;Rimouski;712039;Estran, de l';399, rue La Salle;;10043;Rimouski;G5L3V8;1;1;0;0;0;;-68.547945;48.443085;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
108;20200706;9373123;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711007;Saint-Vianney;160, avenue Centrale;;07075;Saint-Vianney;G0J3J0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.411775;48.617431;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
109;20200706;9328123;711007;École St-Vianney - St-Tharcisius;École Saint-Vianney - Saint-Tharcisius;160, avenue Centrale;;G0J3J0;07075;Saint-Vianney;711007;Saint-Vianney;160, avenue Centrale;;07075;Saint-Vianney;G0J3J0;0;1;0;0;0;;-67.411775;48.617431;Primaire;711000;Franco;2_OrgImm_Franco_primaire
110;20200706;9373124;711301;CEA de la Vallée;Centre d'éducation des adultes de la Vallée;123, rue Desbiens;local 102;G5J3P9;07047;Amqui;711008;Saint-Tharcisius;75, Principale Nord;;07070;Saint-Tharcisius;G0J3G0;0;0;0;0;1;www.csmm.qc.ca/cea-amqui;-67.341521;48.546264;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
111;20200706;9328124;711007;École St-Vianney - St-Tharcisius;École Saint-Vianney - Saint-Tharcisius;160, avenue Centrale;;G0J3J0;07075;Saint-Vianney;711008;Saint-Tharcisius;75, Principale Nord;;07070;Saint-Tharcisius;G0J3G0;1;1;0;0;0;;-67.341521;48.546264;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
112;20200706;9332125;711012;École Caron;École Caron;50, rue Roy;;G5J1V2;07047;Amqui;711012;Caron;50, rue Roy;;07047;Amqui;G5J1V2;1;1;0;0;0;www.csmm.qc.ca/caron;-67.439104;48.464011;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
113;20200706;9372174;711300;Centre d'éducation des adultes de Matane;Centre d'éducation des adultes de Matane;81, avenue D'Amours;;G4W2X5;08053;Matane;711027;Saint-Victor;676, chemin de la Grève;;08053;Matane;G4W7A7;0;0;0;0;1;www.csmm.qc.ca/cea-matane;-67.448822;48.866904;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
114;20200706;9344174;711027;École Saint-Victor;École Saint-Victor;676, chemin de la Grève;;G4W7A7;08053;Matane;711027;Saint-Victor;676, chemin de la Grève;;08053;Matane;G4W7A7;1;1;0;0;0;;-67.448822;48.866904;Préscolaire - Primaire;711000;Franco;4_OrgImm_Franco_presc_prim
115;20200706;9372175;711300;Centre d'éducation des adultes de Matane;Centre d'éducation des adultes de Matane;81, avenue D'Amours;;G4W2X5;08053;Matane;711029;Assomption;7, rue du Couvent;;08080;Baie-des-Sables;G0J1C0;0;0;0;0;1;www.csmm.qc.ca/cea-matane;-67.894798;48.720794;Éducation aux adultes;711000;Franco;9_OrgImm_Franco_Adu
116;20200706;9349175;711029;École Assomption;École Assomption;7, rue du Couvent;;G0J1C0;08080;Baie-des-Sables;711029;Assomption;7, rue du Couvent;;08080;Baie-des-Sables;G0J1C0;1;1;1;0;0;www.csmm.qc.ca/assomption;-67.894798;48.720794;Préscolaire - Primaire - Secondaire;711000;Franco;5_OrgImm_Franco_presc_prim_sec
117;20200706;2288329;813037;École des Audomarois;École des Audomarois;100, rue de l'Église;;G0C2Z0;06013;Carleton-sur-Mer;813037;Des Audomarois;100, rue de l'Église;;06013;Carleton-sur-Mer;G0C2Z0;1;1;0;0;0;www.csrl.qc.ca;-66.219059;48.111237;Préscolaire - Primaire;813000;Franco;4_OrgImm_Franco_presc_prim
118;20200706;1210832;813032;École Le Bois-Vivant;École Le Bois-Vivant;121, avenue Terry-Fox;;G0C2B0;05070;New Richmond;813030;Le Bois-Vivant;121, rue Terry-Fox;;05070;New Richmond;G0C2B0;1;1;1;0;0;;-65.857702;48.163576;Préscolaire - Primaire - Secondaire;813000;Franco;5_OrgImm_Franco_presc_prim_sec
119;20200706;938383;712007;École du Grand-Pavois;École du Grand-Pavois;130, rue Côté;;G5L2Y2;10043;Rimouski;712040;Saint-Yves;521, rue Saint-Germain Est;;10043;Rimouski;G5L1E8;1;1;0;0;0;http://www.csphares.qc.ca/ste-agnes/;-68.512615;48.473963;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
120;20200706;939684;712022;École du Rocher-D'Auteuil;École du Rocher-D'Auteuil;845, rue Saint-Arsène;;G5L3X4;10043;Rimouski;712041;D'Auteuil;149, rue du Rocher-Blanc;;10043;Rimouski;G5L7A1;0;1;0;0;0;;-68.591592;48.427821;Primaire;712000;Franco;2_OrgImm_Franco_primaire
121;20200706;939685;712022;École du Rocher-D'Auteuil;École du Rocher-D'Auteuil;845, rue Saint-Arsène;;G5L3X4;10043;Rimouski;712042;Rocher, du;845, rue Saint-Arsène;;10043;Rimouski;G5L3X4;1;1;0;0;0;;-68.589025;48.426577;Préscolaire - Primaire;712000;Franco;4_OrgImm_Franco_presc_prim
122;20200706;939486;712020;École des Merisiers;École des Merisiers;658, route des Pionniers;;G5N5P1;10043;Rimouski;712044;Merisiers, des;658, route des Pionniers;;10043;Rimouski;G5N5P1;1;1;1;0;0;http://www.csphares.qc.ca/desmerisiers;-68.460601;48.361066;Préscolaire - Primaire - Secondaire;712000;Franco;5_OrgImm_Franco_presc_prim_sec
